  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   687,    P-1016,   2025/07/28 13:41:10,Picarro_Sample_Tray-103,      11,        -8.080,       -15.175,      -158.374,        -0.039,         12218,       0,    1,                                        ,                                        ,                 H2O, 1753735544.86,         0.201,         0.191,         0.610,         0.154,        87.950,         0.000,         0.001,         1.485,        47.859,        25.543,         0.641,        43.776,         0.938,         0.024,       -0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     103,       8,    UBC_01,       0,       1
   688,    P-1016,   2025/07/28 13:50:09,Picarro_Sample_Tray-103,      12,        -8.093,       -15.194,      -158.422,        -0.042,         12109,       0,    1,                                        ,                                        ,                 H2O, 1753736083.58,         0.187,         0.179,         0.648,         0.142,        87.176,         0.000,         0.001,         1.481,        47.373,        25.415,         0.641,        42.998,         0.939,        -0.028,        0.0000,       -0.0000,    0,        40.938,Picarro_Sample_Tray,     103,       8,    UBC_01,       0,       1
   689,    P-1017,   2025/07/28 13:59:22,Picarro_Sample_Tray-104,       1,        -8.527,       -16.016,      -171.106,        -0.039,         12600,      -1,    1,                                        ,                                        ,                 H2O, 1753736637.32,         0.203,         0.177,         0.664,         0.154,        90.731,         0.000,         0.003,         1.520,        49.684,        26.301,         0.666,        44.652,         0.938,        -0.011,       -0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   690,    P-1017,   2025/07/28 14:08:23,Picarro_Sample_Tray-104,       2,        -8.573,       -16.069,      -172.178,        -0.056,         12128,      -1,    1,                                        ,                                        ,                 H2O, 1753737177.77,         0.187,         0.166,         0.610,         0.151,        88.225,         0.001,         0.002,         1.488,        47.481,        25.519,         0.627,        42.549,         0.939,        -0.089,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   691,    P-1017,   2025/07/28 14:17:24,Picarro_Sample_Tray-104,       3,        -8.572,       -16.068,      -172.177,        -0.056,         12150,      -1,    1,                                        ,                                        ,                 H2O, 1753737718.76,         0.172,         0.163,         0.545,         0.141,        88.771,        -0.000,         0.003,         1.498,        47.533,        25.461,         0.624,        43.159,         0.939,         0.026,        0.0000,        0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   692,    P-1017,   2025/07/28 14:26:24,Picarro_Sample_Tray-104,       4,        -8.524,       -16.038,      -172.272,        -0.024,         12175,       0,    1,                                        ,                                        ,                 H2O, 1753738259.75,         0.201,         0.173,         0.577,         0.158,        87.999,         0.000,         0.002,         1.489,        47.687,        25.314,         0.636,        43.772,         0.941,         0.053,       -0.0000,       -0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   693,    P-1017,   2025/07/28 14:35:24,Picarro_Sample_Tray-104,       5,        -8.591,       -16.100,      -172.518,        -0.058,         12205,       0,    1,                                        ,                                        ,                 H2O, 1753738798.94,         0.194,         0.174,         0.622,         0.150,        88.612,         0.000,         0.003,         1.491,        47.748,        25.710,         0.634,        43.173,         0.938,        -0.025,       -0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   694,    P-1017,   2025/07/28 14:44:25,Picarro_Sample_Tray-104,       6,        -8.539,       -16.042,      -172.456,        -0.037,         12199,       0,    1,                                        ,                                        ,                 H2O, 1753739339.41,         0.191,         0.180,         0.632,         0.148,        89.190,        -0.000,         0.003,         1.508,        47.835,        25.594,         0.641,        43.001,         0.940,        -0.113,        0.0000,        0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   695,    P-1017,   2025/07/28 14:53:24,Picarro_Sample_Tray-104,       7,        -8.544,       -16.053,      -172.557,        -0.036,         12225,       0,    1,                                        ,                                        ,                 H2O, 1753739878.85,         0.223,         0.194,         0.718,         0.157,        90.978,         0.000,         0.003,         1.531,        47.900,        25.762,         0.644,        43.074,         0.938,        -0.030,        0.0000,       -0.0000,    0,        40.875,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   696,    P-1017,   2025/07/28 15:02:23,Picarro_Sample_Tray-104,       8,        -8.556,       -16.073,      -172.439,        -0.038,         12210,       0,    1,                                        ,                                        ,                 H2O, 1753740418.24,         0.195,         0.170,         0.711,         0.153,        88.547,         0.000,         0.002,         1.492,        47.834,        25.532,         0.648,        43.532,         0.938,         0.011,        0.0000,       -0.0000,    0,        40.938,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   697,    P-1017,   2025/07/28 15:11:24,Picarro_Sample_Tray-104,       9,        -8.548,       -16.094,      -172.583,        -0.018,         12175,       0,    1,                                        ,                                        ,                 H2O, 1753740958.28,         0.191,         0.175,         0.603,         0.156,        86.356,         0.001,         0.001,         1.461,        47.663,        25.504,         0.632,        43.316,         0.940,         0.015,       -0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   698,    P-1017,   2025/07/28 15:20:24,Picarro_Sample_Tray-104,      10,        -8.534,       -16.073,      -172.527,        -0.015,         12265,       0,    1,                                        ,                                        ,                 H2O, 1753741499.05,         0.190,         0.169,         0.635,         0.150,        87.495,         0.000,         0.001,         1.480,        48.089,        25.726,         0.641,        43.464,         0.940,         0.006,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   699,    P-1017,   2025/07/28 15:29:24,Picarro_Sample_Tray-104,      11,        -8.555,       -16.069,      -172.570,        -0.038,         12184,       0,    1,                                        ,                                        ,                 H2O, 1753742038.50,         0.190,         0.178,         0.597,         0.152,        87.168,         0.001,         0.002,         1.481,        47.699,        25.605,         0.641,        43.084,         0.939,         0.026,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   700,    P-1017,   2025/07/28 15:38:24,Picarro_Sample_Tray-104,      12,        -8.526,       -16.039,      -172.568,        -0.025,         12222,       0,    1,                                        ,                                        ,                 H2O, 1753742579.67,         0.190,         0.177,         0.627,         0.143,        88.070,        -0.000,         0.001,         1.487,        47.971,        25.546,         0.646,        43.117,         0.940,        -0.102,        0.0000,        0.0000,    0,        41.125,Picarro_Sample_Tray,     104,       8,    UBC_01,       0,       1
   701,    P-1018,   2025/07/28 15:47:38,Picarro_Sample_Tray-105,       1,        -6.353,       -11.963,      -110.058,        -0.019,         12411,      -1,    1,                                        ,                                        ,                 H2O, 1753743132.84,         0.184,         0.163,         0.705,         0.137,        88.651,        -0.000,        -0.005,         1.497,        48.806,        25.675,         0.674,        45.403,         0.939,        -0.026,        0.0000,       -0.0000,    0,        41.188,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   702,    P-1018,   2025/07/28 15:56:38,Picarro_Sample_Tray-105,       2,        -6.300,       -11.829,      -105.447,        -0.037,         12178,      -1,    1,                                        ,                                        ,                 H2O, 1753743672.82,         0.181,         0.176,         0.694,         0.138,        88.494,        -0.000,        -0.004,         1.501,        47.721,        25.252,         0.659,        44.514,         0.940,        -0.014,        0.0000,       -0.0000,    0,        41.250,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   703,    P-1018,   2025/07/28 16:05:38,Picarro_Sample_Tray-105,       3,        -6.288,       -11.815,      -104.438,        -0.032,         12212,      -1,    1,                                        ,                                        ,                 H2O, 1753744213.66,         0.185,         0.163,         0.648,         0.141,        88.251,        -0.000,        -0.004,         1.489,        47.873,        25.399,         0.660,        44.482,         0.939,        -0.012,        0.0000,       -0.0000,    0,        41.188,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   704,    P-1018,   2025/07/28 16:14:38,Picarro_Sample_Tray-105,       4,        -6.280,       -11.805,      -104.056,        -0.029,         12168,       0,    1,                                        ,                                        ,                 H2O, 1753744753.46,         0.191,         0.166,         0.667,         0.147,        88.124,        -0.000,        -0.003,         1.483,        47.702,        25.376,         0.661,        43.912,         0.938,        -0.120,        0.0000,       -0.0000,    0,        41.188,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   705,    P-1018,   2025/07/28 16:23:39,Picarro_Sample_Tray-105,       5,        -6.279,       -11.784,      -103.570,        -0.040,         12213,       0,    1,                                        ,                                        ,                 H2O, 1753745294.29,         0.189,         0.182,         0.673,         0.139,        87.550,         0.000,        -0.004,         1.480,        47.823,        25.564,         0.667,        44.293,         0.938,        -0.024,       -0.0000,       -0.0000,    0,        41.250,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   706,    P-1018,   2025/07/28 16:32:39,Picarro_Sample_Tray-105,       6,        -6.275,       -11.777,      -103.480,        -0.040,         12200,       0,    1,                                        ,                                        ,                 H2O, 1753745833.56,         0.192,         0.180,         0.667,         0.142,        87.419,         0.000,        -0.004,         1.475,        47.881,        25.276,         0.664,        44.518,         0.940,        -0.067,       -0.0000,       -0.0000,    0,        41.250,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   707,    P-1018,   2025/07/28 16:41:38,Picarro_Sample_Tray-105,       7,        -6.256,       -11.735,      -103.365,        -0.043,         12204,       0,    1,                                        ,                                        ,                 H2O, 1753746372.92,         0.192,         0.182,         0.679,         0.145,        89.540,        -0.001,        -0.001,         1.519,        47.911,        25.414,         0.665,        43.939,         0.940,        -0.156,        0.0000,        0.0000,    0,        41.250,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   708,    P-1018,   2025/07/28 16:50:39,Picarro_Sample_Tray-105,       8,        -6.276,       -11.778,      -103.247,        -0.040,         12151,       0,    1,                                        ,                                        ,                 H2O, 1753746913.87,         0.173,         0.171,         0.669,         0.132,        88.282,        -0.000,        -0.002,         1.495,        47.612,        25.356,         0.658,        43.853,         0.937,        -0.137,        0.0000,       -0.0000,    0,        41.312,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   709,    P-1018,   2025/07/28 16:59:40,Picarro_Sample_Tray-105,       9,        -6.244,       -11.740,      -103.108,        -0.028,         12251,       0,    1,                                        ,                                        ,                 H2O, 1753747454.55,         0.187,         0.164,         0.656,         0.143,        87.522,         0.000,        -0.001,         1.479,        48.052,        25.456,         0.665,        44.604,         0.940,        -0.011,       -0.0000,       -0.0000,    0,        41.312,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   710,    P-1018,   2025/07/28 17:08:41,Picarro_Sample_Tray-105,      10,        -6.280,       -11.783,      -103.274,        -0.042,         12147,       0,    1,                                        ,                                        ,                 H2O, 1753747995.73,         0.181,         0.173,         0.611,         0.150,        89.685,        -0.000,        -0.002,         1.515,        47.578,        25.392,         0.654,        43.732,         0.939,        -0.108,       -0.0000,       -0.0000,    0,        41.375,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   711,    P-1018,   2025/07/28 17:17:41,Picarro_Sample_Tray-105,      11,        -6.268,       -11.770,      -102.932,        -0.036,         12155,       0,    1,                                        ,                                        ,                 H2O, 1753748536.32,         0.187,         0.164,         0.709,         0.149,        87.237,         0.000,        -0.002,         1.481,        47.613,        25.315,         0.661,        44.144,         0.940,        -0.083,        0.0000,       -0.0000,    0,        41.375,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   712,    P-1018,   2025/07/28 17:26:41,Picarro_Sample_Tray-105,      12,        -6.247,       -11.751,      -102.892,        -0.026,         12241,       0,    1,                                        ,                                        ,                 H2O, 1753749076.01,         0.195,         0.173,         0.702,         0.153,        88.889,         0.000,        -0.001,         1.502,        47.973,        25.206,         0.675,        45.480,         0.937,         0.067,        0.0000,       -0.0000,    0,        41.312,Picarro_Sample_Tray,     105,       8,    UBC_01,       0,       1
   713,    P-1019,   2025/07/28 17:35:55,Picarro_Sample_Tray-106,       1,        -8.810,       -16.499,      -172.477,        -0.065,         12629,      -1,    1,                                        ,                                        ,                 H2O, 1753749629.16,         0.172,         0.162,         0.665,         0.137,        89.599,         0.001,         0.004,         1.502,        49.742,        26.325,         0.654,        45.269,         0.939,         0.024,       -0.0000,        0.0000,    0,        41.375,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   714,    P-1019,   2025/07/28 17:44:55,Picarro_Sample_Tray-106,       2,        -8.853,       -16.624,      -177.620,        -0.041,         12158,      -1,    1,                                        ,                                        ,                 H2O, 1753750169.75,         0.192,         0.178,         0.712,         0.152,        87.050,         0.001,         0.006,         1.480,        47.603,        25.541,         0.635,        42.988,         0.938,         0.004,       -0.0000,        0.0000,    0,        41.375,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   715,    P-1019,   2025/07/28 17:53:56,Picarro_Sample_Tray-106,       3,        -8.861,       -16.664,      -178.785,        -0.028,         12096,      -1,    1,                                        ,                                        ,                 H2O, 1753750711.03,         0.189,         0.174,         0.771,         0.145,        88.513,        -0.000,         0.006,         1.499,        47.360,        25.501,         0.627,        42.288,         0.938,        -0.060,        0.0000,        0.0000,    0,        41.375,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   716,    P-1019,   2025/07/28 18:02:57,Picarro_Sample_Tray-106,       4,        -8.895,       -16.700,      -179.214,        -0.043,         12039,       0,    1,                                        ,                                        ,                 H2O, 1753751251.25,         0.192,         0.166,         0.708,         0.152,        88.390,         0.000,         0.005,         1.499,        47.067,        25.219,         0.626,        42.644,         0.940,         0.013,       -0.0000,        0.0000,    0,        41.250,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   717,    P-1019,   2025/07/28 18:11:57,Picarro_Sample_Tray-106,       5,        -8.919,       -16.704,      -179.401,        -0.065,         12063,       0,    1,                                        ,                                        ,                 H2O, 1753751791.72,         0.192,         0.175,         0.666,         0.152,        88.159,         0.000,         0.004,         1.488,        47.136,        25.409,         0.628,        42.482,         0.939,         0.012,       -0.0000,        0.0000,    0,        41.250,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   718,    P-1019,   2025/07/28 18:20:58,Picarro_Sample_Tray-106,       6,        -8.904,       -16.701,      -179.616,        -0.051,         12181,       0,    1,                                        ,                                        ,                 H2O, 1753752332.59,         0.189,         0.173,         0.593,         0.148,        89.472,         0.000,         0.002,         1.506,        47.703,        25.529,         0.641,        43.184,         0.938,         0.001,       -0.0000,        0.0000,    0,        41.250,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   719,    P-1019,   2025/07/28 18:29:58,Picarro_Sample_Tray-106,       7,        -8.882,       -16.691,      -179.786,        -0.035,         12132,       0,    1,                                        ,                                        ,                 H2O, 1753752872.53,         0.200,         0.180,         0.644,         0.146,        87.728,         0.000,         0.004,         1.481,        47.488,        25.408,         0.631,        42.951,         0.940,        -0.034,       -0.0000,        0.0000,    0,        41.250,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   720,    P-1019,   2025/07/28 18:38:57,Picarro_Sample_Tray-106,       8,        -8.919,       -16.736,      -179.950,        -0.048,         12129,       0,    1,                                        ,                                        ,                 H2O, 1753753412.03,         0.183,         0.178,         0.660,         0.140,        87.645,         0.000,         0.003,         1.477,        47.454,        25.597,         0.632,        42.491,         0.940,        -0.072,       -0.0000,       -0.0000,    0,        41.250,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   721,    P-1019,   2025/07/28 18:47:57,Picarro_Sample_Tray-106,       9,        -8.878,       -16.679,      -180.008,        -0.037,         12173,       0,    1,                                        ,                                        ,                 H2O, 1753753951.89,         0.201,         0.178,         0.670,         0.151,        87.188,         0.000,         0.001,         1.470,        47.750,        25.635,         0.632,        42.269,         0.939,        -0.152,        0.0000,        0.0000,    0,        41.188,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   722,    P-1019,   2025/07/28 18:56:57,Picarro_Sample_Tray-106,      10,        -8.927,       -16.743,      -180.087,        -0.052,         12139,       0,    1,                                        ,                                        ,                 H2O, 1753754491.80,         0.187,         0.180,         0.609,         0.140,        88.177,        -0.000,         0.002,         1.492,        47.476,        25.594,         0.630,        42.707,         0.938,        -0.011,       -0.0000,       -0.0000,    0,        41.188,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   723,    P-1019,   2025/07/28 19:05:58,Picarro_Sample_Tray-106,      11,        -8.920,       -16.711,      -180.117,        -0.062,         12178,       0,    1,                                        ,                                        ,                 H2O, 1753755031.68,         0.206,         0.184,         0.659,         0.158,        87.261,         0.001,         0.002,         1.478,        47.671,        25.339,         0.636,        43.815,         0.939,         0.057,        0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   724,    P-1019,   2025/07/28 19:14:57,Picarro_Sample_Tray-106,      12,        -8.902,       -16.724,      -180.193,        -0.037,         12130,       0,    1,                                        ,                                        ,                 H2O, 1753755572.54,         0.194,         0.174,         0.638,         0.147,        87.362,         0.000,         0.002,         1.477,        47.450,        25.418,         0.632,        43.179,         0.940,        -0.007,        0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       8,    UBC_01,       0,       1
   725,    P-1020,   2025/07/28 19:24:10,Picarro_Sample_Tray-113,       1,        -6.040,       -11.363,       -97.700,        -0.024,         12572,      -1,    1,                                        ,                                        ,                 H2O, 1753756124.95,         0.174,         0.163,         0.711,         0.138,        89.421,        -0.000,        -0.005,         1.513,        49.559,        26.256,         0.679,        45.223,         0.938,        -0.117,       -0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   726,    P-1020,   2025/07/28 19:33:09,Picarro_Sample_Tray-113,       2,        -5.930,       -11.139,       -91.544,        -0.033,         12118,      -1,    1,                                        ,                                        ,                 H2O, 1753756663.89,         0.198,         0.167,         0.737,         0.155,        87.717,        -0.000,        -0.005,         1.483,        47.461,        25.081,         0.661,        44.528,         0.939,        -0.046,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   727,    P-1020,   2025/07/28 19:42:09,Picarro_Sample_Tray-113,       3,        -5.924,       -11.116,       -90.288,        -0.040,         12215,      -1,    1,                                        ,                                        ,                 H2O, 1753757203.41,         0.177,         0.149,         0.735,         0.146,        87.375,        -0.000,        -0.005,         1.483,        47.914,        25.448,         0.666,        44.267,         0.938,        -0.121,        0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   728,    P-1020,   2025/07/28 19:51:08,Picarro_Sample_Tray-113,       4,        -5.946,       -11.141,       -89.680,        -0.048,         12121,       0,    1,                                        ,                                        ,                 H2O, 1753757742.11,         0.193,         0.168,         0.704,         0.148,        87.884,         0.000,        -0.004,         1.486,        47.415,        25.177,         0.666,        44.539,         0.939,        -0.007,        0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   729,    P-1020,   2025/07/28 20:00:07,Picarro_Sample_Tray-113,       5,        -5.905,       -11.099,       -89.235,        -0.030,         12133,       0,    1,                                        ,                                        ,                 H2O, 1753758281.96,         0.184,         0.186,         0.674,         0.139,        88.577,        -0.000,        -0.003,         1.498,        47.492,        25.184,         0.667,        44.576,         0.939,         0.019,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   730,    P-1020,   2025/07/28 20:09:07,Picarro_Sample_Tray-113,       6,        -5.909,       -11.087,       -89.083,        -0.040,         12069,       0,    1,                                        ,                                        ,                 H2O, 1753758822.64,         0.208,         0.179,         0.658,         0.154,        87.794,        -0.000,        -0.003,         1.484,        47.238,        25.018,         0.659,        44.272,         0.938,        -0.082,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   731,    P-1020,   2025/07/28 20:18:07,Picarro_Sample_Tray-113,       7,        -5.950,       -11.101,       -88.830,        -0.073,         12221,       0,    1,                                        ,                                        ,                 H2O, 1753759362.10,         0.189,         0.178,         0.667,         0.148,        89.061,         0.000,        -0.002,         1.507,        47.826,        25.358,         0.669,        45.246,         0.939,         0.062,       -0.0000,        0.0000,    0,        40.938,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   732,    P-1020,   2025/07/28 20:27:07,Picarro_Sample_Tray-113,       8,        -5.923,       -11.078,       -88.784,        -0.058,         12180,       0,    1,                                        ,                                        ,                 H2O, 1753759901.30,         0.198,         0.174,         0.662,         0.153,        88.317,         0.000,        -0.002,         1.487,        47.707,        25.304,         0.664,        44.631,         0.939,        -0.042,       -0.0000,       -0.0000,    0,        40.938,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   733,    P-1020,   2025/07/28 20:36:07,Picarro_Sample_Tray-113,       9,        -5.930,       -11.082,       -88.715,        -0.064,         12171,       0,    1,                                        ,                                        ,                 H2O, 1753760441.16,         0.185,         0.175,         0.618,         0.139,        88.787,        -0.000,        -0.002,         1.502,        47.683,        25.285,         0.666,        44.480,         0.940,        -0.086,        0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   734,    P-1020,   2025/07/28 20:45:07,Picarro_Sample_Tray-113,      10,        -5.914,       -11.084,       -88.523,        -0.047,         12138,       0,    1,                                        ,                                        ,                 H2O, 1753760981.88,         0.190,         0.161,         0.644,         0.145,        88.241,        -0.000,        -0.002,         1.487,        47.488,        25.372,         0.659,        44.120,         0.937,        -0.072,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   735,    P-1020,   2025/07/28 20:54:07,Picarro_Sample_Tray-113,      11,        -5.927,       -11.073,       -88.374,        -0.065,         12198,       0,    1,                                        ,                                        ,                 H2O, 1753761522.30,         0.176,         0.179,         0.633,         0.134,        88.913,        -0.000,        -0.002,         1.501,        47.747,        25.349,         0.667,        44.833,         0.939,        -0.014,        0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   736,    P-1020,   2025/07/28 21:03:06,Picarro_Sample_Tray-113,      12,        -5.887,       -11.050,       -88.446,        -0.038,         12158,       0,    1,                                        ,                                        ,                 H2O, 1753762061.10,         0.192,         0.180,         0.663,         0.145,        86.919,         0.000,        -0.002,         1.472,        47.653,        25.295,         0.666,        44.259,         0.938,        -0.061,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     113,       9,    UBC_01,       0,       1
   737,    P-1021,   2025/07/28 21:12:19,Picarro_Sample_Tray-114,       1,        -5.742,       -10.764,       -86.033,        -0.044,         12448,      -1,    1,                                        ,                                        ,                 H2O, 1753762613.45,         0.189,         0.176,         0.647,         0.137,        89.080,         0.000,        -0.002,         1.502,        48.983,        25.826,         0.685,        45.461,         0.940,        -0.097,       -0.0000,        0.0000,    0,        40.812,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   738,    P-1021,   2025/07/28 21:21:19,Picarro_Sample_Tray-114,       2,        -5.740,       -10.756,       -85.807,        -0.046,         12156,      -1,    1,                                        ,                                        ,                 H2O, 1753763153.53,         0.207,         0.181,         0.574,         0.155,        87.565,         0.000,        -0.001,         1.484,        47.590,        25.221,         0.670,        44.686,         0.941,         0.004,       -0.0000,       -0.0000,    0,        40.625,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   739,    P-1021,   2025/07/28 21:30:18,Picarro_Sample_Tray-114,       3,        -5.757,       -10.788,       -85.822,        -0.047,         12176,      -1,    1,                                        ,                                        ,                 H2O, 1753763693.18,         0.204,         0.173,         0.674,         0.161,        87.791,         0.000,        -0.003,         1.480,        47.717,        25.497,         0.669,        43.839,         0.940,        -0.156,        0.0000,       -0.0000,    0,        40.500,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   740,    P-1021,   2025/07/28 21:39:18,Picarro_Sample_Tray-114,       4,        -5.726,       -10.732,       -85.754,        -0.046,         12054,       0,    1,                                        ,                                        ,                 H2O, 1753764233.31,         0.191,         0.171,         0.661,         0.157,        87.771,         0.000,        -0.001,         1.482,        47.197,        25.055,         0.661,        43.869,         0.938,        -0.096,       -0.0000,       -0.0000,    0,        40.312,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   741,    P-1021,   2025/07/28 21:48:19,Picarro_Sample_Tray-114,       5,        -5.768,       -10.768,       -85.591,        -0.068,         12185,       0,    1,                                        ,                                        ,                 H2O, 1753764773.70,         0.177,         0.167,         0.657,         0.139,        88.284,         0.000,        -0.001,         1.493,        47.694,        25.323,         0.668,        44.902,         0.938,        -0.004,        0.0000,       -0.0000,    0,        40.250,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   742,    P-1021,   2025/07/28 21:57:19,Picarro_Sample_Tray-114,       6,        -5.729,       -10.735,       -85.560,        -0.047,         12174,       0,    1,                                        ,                                        ,                 H2O, 1753765314.04,         0.190,         0.191,         0.599,         0.142,        88.943,         0.000,        -0.001,         1.501,        47.710,        25.277,         0.661,        44.535,         0.940,        -0.087,       -0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   743,    P-1021,   2025/07/28 22:06:20,Picarro_Sample_Tray-114,       7,        -5.766,       -10.768,       -85.628,        -0.067,         12115,       0,    1,                                        ,                                        ,                 H2O, 1753765855.17,         0.190,         0.168,         0.612,         0.149,        89.142,         0.000,        -0.001,         1.509,        47.396,        25.313,         0.666,        44.177,         0.940,        -0.079,        0.0000,        0.0000,    0,        40.125,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   744,    P-1021,   2025/07/28 22:15:20,Picarro_Sample_Tray-114,       8,        -5.712,       -10.729,       -85.579,        -0.033,         12171,       0,    1,                                        ,                                        ,                 H2O, 1753766394.30,         0.196,         0.187,         0.735,         0.144,        87.587,         0.000,        -0.001,         1.482,        47.717,        25.443,         0.678,        43.882,         0.939,        -0.170,       -0.0000,       -0.0000,    0,        40.062,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   745,    P-1021,   2025/07/28 22:24:21,Picarro_Sample_Tray-114,       9,        -5.761,       -10.759,       -85.568,        -0.066,         12137,       0,    1,                                        ,                                        ,                 H2O, 1753766936.31,         0.195,         0.170,         0.637,         0.150,        88.172,         0.000,        -0.002,         1.489,        47.495,        25.265,         0.672,        44.467,         0.938,        -0.074,        0.0000,        0.0000,    0,        40.062,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   746,    P-1021,   2025/07/28 22:33:21,Picarro_Sample_Tray-114,      10,        -5.743,       -10.740,       -85.544,        -0.058,         12161,       0,    1,                                        ,                                        ,                 H2O, 1753767475.58,         0.172,         0.164,         0.622,         0.133,        89.240,         0.000,        -0.000,         1.513,        47.621,        25.407,         0.661,        44.177,         0.939,        -0.075,        0.0000,       -0.0000,    0,        40.000,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
   747,    P-1021,   2025/07/28 22:42:22,Picarro_Sample_Tray-114,      11,        -5.701,       -10.724,       -85.503,        -0.024,         12123,       0,    1,                                        ,                                        ,                 H2O, 1753768017.12,         0.202,         0.183,         0.688,         0.153,        88.105,         0.000,        -0.001,         1.490,        47.499,        25.203,         0.668,        44.179,         0.938,        -0.105,       -0.0000,       -0.0000,    0,        40.000,Picarro_Sample_Tray,     114,       9,    UBC_01,       0,       1
